municipio;id;nome;cod_importacao
2310506;231050607;Capitão Mor;07
2310506;231050610;Mineirolândia;10
2310506;231050615;Santa Cruz do Banabuiú;15
2310506;231050620;Tróia;20
2310605;231060505;Penaforte;05
2310605;231060515;Juá;15
2310605;231060525;Santo André;25
2310704;231070405;Pentecoste;05
2310704;231070410;Matias;10
2310704;231070415;Porfírio Sampaio;15
2310704;231070420;Sebastião de Abreu;20
2310803;231080305;Pereiro;05
2310803;231080310;Crioulos;10
2310852;231085205;Pindoretama;05
2310852;231085210;Capim de Roça;10
2310852;231085215;Caponguinha;15
2310852;231085220;Ema;20
2310852;231085225;Pratiús;25
2310902;231090205;Piquet Carneiro;05
2310902;231090207;Catolé da Pista;07
2310902;231090210;Ibicuã;10
2310902;231090215;Mulungu;15
2310951;231095105;Pires Ferreira;05
2310951;231095110;Santo Izidro;10
2310951;231095115;Donato;15
2310951;231095120;Otavilândia;20
2311009;231100905;Poranga;05
2311009;231100907;Buritizal;07
2311009;231100908;Cachoeira Grande;08
2311009;231100910;Macambira;10
2311108;231110805;Porteiras;05
2311108;231110830;Simão;30
2311207;231120705;Potengi;05
2311207;231120710;Barreiros;10
2311231;231123105;Potiretama;05
2311231;231123110;Canindezinho;10
2311264;231126405;Quiterianópolis;05
2311264;231126410;Algodões;10
2311264;231126420;São Francisco;20
2311306;231130605;Quixadá;05
2311306;231130618;Califórnia;18
2311306;231130625;Cipó dos Anjos;25
2311306;231130630;Custódio;30
2311306;231130635;Daniel de Queiróz;35
2311306;231130640;Dom Maurício;40
2311306;231130643;Juá;43
2311306;231130650;Juatama;50
2311306;231130652;Riacho Verde;52
2311306;231130657;São Bernardo;57
2311306;231130659;São João dos Queirozes;59
2311306;231130665;Tapuiará;65
2311306;231130670;Várzea da Onça;70
2311355;231135505;Quixelô;05
2311355;231135507;Antonico;07
2311405;231140505;Quixeramobim;05
2311405;231140507;Belém;07
2311405;231140508;Berilândia;08
2311405;231140510;Encantado;10
2311405;231140515;Lacerda;15
2311405;231140530;Manituba;30
2311405;231140532;Nenelândia;32
2311405;231140535;Passagem;35
2311405;231140540;Damião Carneiro;40
2311405;231140545;São Miguel;45
2311405;231140550;Uruquê;50
2311504;231150405;Quixeré;05
2311504;231150407;Água Fria;07
2311504;231150410;Lagoinha;10
2311504;231150420;Tomé;20
2311603;231160305;Redenção;05
2311603;231160315;Antônio Diogo;15
2311603;231160321;Faísca;21
2311603;231160325;Guassi;25
2311603;231160330;Barra Nova;30
2311702;231170205;Reriutaba;05
2311702;231170210;Amanaiara;10
2311702;231170220;Campo Lindo;20
2311801;231180105;Russas;05
2311801;231180110;Bonhu;10
2311801;231180115;Flores;15
2311801;231180117;Lagoa Grande;17
2311801;231180119;Peixe;19
2311801;231180120;São João de Deus;20
2311801;231180125;Timbaúba de Nossa Senhora das Dores;25
2311900;231190005;Saboeiro;05
2311900;231190008;Barrinha;08
2311900;231190009;Felipe;09
2311900;231190010;Flamengo;10
2311900;231190030;Malhada;30
2311900;231190050;São José;50
2311959;231195905;Salitre;05
2311959;231195910;Caldeirão;10
2311959;231195920;Lagoa dos Crioulos;20
2312007;231200705;Santana do Acaraú;05
2312007;231200707;Bahia;07
2312007;231200708;Baixa Fria;08
2312007;231200709;Barro Preto;09
2312007;231200710;João Cordeiro;10
2312007;231200715;Mutambeiras;15
2312007;231200720;Parapuí;20
2312007;231200725;Sapó;25
2312106;231210605;Santana do Cariri;05
2312106;231210610;Anjinhos;10
2312106;231210615;Araporanga;15
2312106;231210620;Brejo Grande;20
2312106;231210625;Dom Leme;25
2312106;231210640;Pontal da Santa Cruz;40
2312205;231220505;Santa Quitéria;05
2312205;231220510;Lisieux;10
2312205;231220520;Logradouro;20
2312205;231220525;Macaraú;25
2312205;231220530;Malhada Grande;30
2312205;231220535;Saco do Belém;35
2312205;231220540;Raimundo Martins;40
2312205;231220545;Trapiá;45
2312205;231220550;Riacho da Pedras;50
2312205;231220555;Sangradouro;55
2312205;231220560;Areal;60
2312304;231230405;São Benedito;05
2312304;231230409;Barreiros;09
2312304;231230415;Inhuçu;15
2312403;231240305;São Gonçalo do Amarante;05
2312403;231240308;Cágado;08
2312403;231240310;Croatá;10
2312403;231240315;Pecém;15
2312403;231240320;Serrote;20
2312403;231240325;Siupé;25
2312403;231240327;Taiba;27
2312403;231240330;Umarituba;30
2312502;231250205;São João do Jaguaribe;05
2312601;231260105;São Luís do Curu;05
2312700;231270005;Senador Pompeu;05
2312700;231270006;Bonfim;06
2312700;231270008;Codia;08
2312700;231270010;Engenheiro José Lopes;10
2312700;231270015;São Joaquim do Salgado;15
2312700;231270020;Lagoa Nova;20
2312809;231280905;Senador Sá;05
2312809;231280910;Salão;10
2312809;231280915;Serrota;15
2312908;231290805;Sobral;05
2312908;231290807;Aprazível;07
2312908;231290810;Aracatiaçu;10
2312908;231290815;Bonfim;15
2312908;231290820;Caioca;20
2312908;231290825;Caracará;25
2312908;231290835;Jaibaras;35
2312908;231290840;Jordão;40
2312908;231290845;Rafael Arruda;45
2312908;231290847;Patos;47
2312908;231290850;Patriarca;50
2312908;231290853;São José do Torto;53
2312908;231290855;Taperuaba;55
2312908;231290865;Baracho;65
2312908;231290870;Bilheira;70
2312908;231290875;Pedra de Fogo;75
2312908;231290880;Salgado dos Machados;80
2313005;231300505;Solonópole;05
2313005;231300510;Assunção;10
2313005;231300515;Cangati;15
2313005;231300530;Pasta;30
2313005;231300532;Prefeita Suely Pinheiro;32
2313005;231300535;São José de Solonópole;35
2313104;231310405;Tabuleiro do Norte;05
2313104;231310410;Olho-d'Água da Bica;10
2313104;231310415;Peixe Gordo;15
2313203;231320305;Tamboril;05
2313203;231320307;Açudinho;07
2313203;231320310;Boa Esperança;10
2313203;231320315;Carvalho;15
2313203;231320320;Curatis;20
2313203;231320325;Holanda;25
2313203;231320330;Oliveiras;30
2313203;231320335;Sucesso;35
2313252;231325205;Tarrafas;05
2313252;231325210;Vila Nova;10
2313252;231325215;Caiçara;15
2313302;231330205;Tauá;05
2313302;231330210;Barra Nova;10
2313302;231330215;Carrapateiras;15
2313302;231330220;Inhamuns;20
2313302;231330225;Marrecas;25
2313302;231330230;Marruás;30
2313302;231330233;Santa Tereza;33
2313302;231330235;Trici;35
2313351;231335105;Tejuçuoca;05
2313351;231335110;Caxitoré;10
2313401;231340105;Tianguá;05
2313401;231340110;Arapá;10
2313401;231340115;Caruataí;15
2313401;231340120;Pindoguaba;20
2313401;231340125;Tabainha;25
2313401;231340130;Bela Vista;30
2313500;231350005;Trairi;05
2313500;231350006;Córrego Fundo;06
2313500;231350007;Canaan;07
2313500;231350008;Fleicheiras;08
2313500;231350009;Gualdrapas;09
2313500;231350010;Mundaú;10
2313500;231350011;Munguba;11
2313559;231355905;Tururu;05
2313559;231355910;Cemoaba;10
2313559;231355915;Conceição;15
2313559;231355925;São Pedro do Gavião;25
2313609;231360905;Ubajara;05
2313609;231360910;Araticum;10
2313609;231360915;Jaburuna;15
2313609;231360925;Nova Veneza;25
2313708;231370805;Umari;05
2313708;231370815;Pio X;15
2313757;231375705;Umirim;05
2313757;231375720;Caxitoré;20
2313757;231375730;São Joaquim;30
2313807;231380705;Uruburetama;05
2313807;231380709;Itacolomy;09
2313807;231380711;Mundaú;11
2313807;231380713;Retiro;13
2313807;231380715;Santa Luzia;15
2313906;231390605;Uruoca;05
2313906;231390610;Campánario;10
2313906;231390615;Paracuá;15
2313955;231395505;Varjota;05
2313955;231395515;Croatá;15
2314003;231400305;Várzea Alegre;05
2314003;231400310;Calabaça;10
2314003;231400315;Canindezinho;15
2314003;231400320;Ibicatu;20
2314003;231400325;Naraniú;25
2314003;231400330;Riacho Verde;30
2314102;231410205;Viçosa do Ceará;05
2314102;231410210;General Tibúrcio;10
2314102;231410212;Juá dos Vieiras;12
2314102;231410215;Lambedouro;15
2314102;231410217;Manhoso;17
2314102;231410220;Padre Vieira;20
2314102;231410223;Passagem da Onça;23
2314102;231410225;Quatiguaba;25
2400109;240010905;Acari;05
2400208;240020805;Açu;05
2400307;240030705;Afonso Bezerra;05
2400406;240040605;Água Nova;05
2400505;240050505;Alexandria;05
2400604;240060405;Almino Afonso;05
2400703;240070305;Alto do Rodrigues;05
2400802;240080205;Angicos;05
2400901;240090105;Antônio Martins;05
2401008;240100805;Apodi;05
2401107;240110705;Areia Branca;05
2401206;240120605;Arês;05
2401305;240130505;Campo Grande;05
2401404;240140405;Baía Formosa;05
2401453;240145305;Baraúna;05
2401503;240150305;Barcelona;05
2401602;240160205;Bento Fernandes;05
2401602;240160210;Belo Horizonte;10
2401651;240165105;Bodó;05
2401701;240170105;Bom Jesus;05
2401800;240180005;Brejinho;05
2401859;240185905;Caiçara do Norte;05
2401909;240190905;Caiçara do Rio do Vento;05
2402006;240200605;Caicó;05
2402105;240210505;Campo Redondo;05
2402204;240220405;Canguaretama;05
2402303;240230305;Caraúbas;05
2402303;240230310;São Geraldo;10
2402402;240240205;Carnaúba dos Dantas;05
2402501;240250105;Carnaubais;05
2402600;240260005;Ceará-Mirim;05
2402709;240270905;Cerro Corá;05
2402808;240280805;Coronel Ezequiel;05
2402907;240290705;Coronel João Pessoa;05
2403004;240300405;Cruzeta;05
2403103;240310305;Currais Novos;05
2403202;240320205;Doutor Severiano;05
2403251;240325105;Parnamirim;05
2403251;240325110;Pium;10
2403251;240325115;Cotovelo;15
2403251;240325120;Pirangi do Norte;20
2403301;240330105;Encanto;05
2403400;240340005;Equador;05
2403509;240350905;Espírito Santo;05
2403608;240360805;Extremoz;05
2403707;240370705;Felipe Guerra;05
2403756;240375605;Fernando Pedroza;05
2403806;240380605;Florânia;05
2403905;240390505;Francisco Dantas;05
2404002;240400205;Frutuoso Gomes;05
2404101;240410105;Galinhos;05
2404200;240420005;Goianinha;05
2404309;240430905;Governador Dix-Sept Rosado;05
2404408;240440805;Grossos;05
2404507;240450705;Guamaré;05
2404606;240460605;Ielmo Marinho;05
2404705;240470505;Ipanguaçu;05
2404804;240480405;Ipueira;05
2404853;240485305;Itajá;05
2404903;240490305;Itaú;05
2405009;240500905;Jaçanã;05
2405108;240510805;Jandaíra;05
2405207;240520705;Janduís;05
2405306;240530605;Januário Cicco;05
2405306;240530610;Córrego de São Mateus;10
2405405;240540505;Japi;05
2405504;240550405;Jardim de Angicos;05
2405603;240560305;Jardim de Piranhas;05
2405702;240570205;Jardim do Seridó;05
2405801;240580105;João Câmara;05
2405900;240590005;João Dias;05
2405900;240590010;Rosário;10
2406007;240600705;José da Penha;05
2406007;240600710;Major Felipe;10
2406106;240610605;Jucurutu;05
2406155;240615505;Jundiá;05
2406205;240620505;Lagoa d'Anta;05
2406304;240630405;Lagoa de Pedras;05
2406403;240640305;Lagoa de Velhos;05
2406502;240650205;Lagoa Nova;05
2406601;240660105;Lagoa Salgada;05
2406700;240670005;Lajes;05
2406700;240670010;Firmamento;10
2406809;240680905;Lajes Pintadas;05
2406908;240690805;Lucrécia;05
2407005;240700505;Luís Gomes;05
2407005;240700515;São Bernardo;15
2407104;240710405;Macaíba;05
2407104;240710410;Cana Brava;10
2407104;240710415;Traíras;15
2407104;240710420;Mangabeira;20
2407104;240710425;Cajazeiras;25
2407203;240720305;Macau;05
2407252;240725205;Major Sales;05
2407302;240730205;Marcelino Vieira;05
2407401;240740105;Martins;05
2407401;240740110;Salva Vida;10
2407500;240750005;Maxaranguape;05
2407609;240760905;Messias Targino;05
2407708;240770805;Montanhas;05
2407807;240780705;Monte Alegre;05
2407906;240790605;Monte das Gameleiras;05
2408003;240800305;Mossoró;05
2408102;240810205;Natal;05
2408201;240820105;Nísia Floresta;05
2408300;240830005;Nova Cruz;05
2408409;240840905;Olho d'Água do Borges;05
2408508;240850805;Ouro Branco;05
2408607;240860705;Paraná;05
2408706;240870605;Paraú;05
2408805;240880505;Parazinho;05
2408904;240890405;Parelhas;05
2408953;240895305;Rio do Fogo;05
2409100;240910005;Passa e Fica;05
2409209;240920905;Passagem;05
2409308;240930805;Patu;05
2409332;240933205;Santa Maria;05
2409407;240940705;Pau dos Ferros;05
2409506;240950605;Pedra Grande;05
2409605;240960505;Pedra Preta;05
2409704;240970405;Pedro Avelino;05
2409803;240980305;Pedro Velho;05
2409902;240990205;Pendências;05
2410009;241000905;Pilões;05
2410108;241010805;Poço Branco;05
2410207;241020705;Portalegre;05
2410256;241025605;Porto do Mangue;05
2410306;241030605;Serra Caiada;05
2410405;241040505;Pureza;05
2410504;241050405;Rafael Fernandes;05
2410603;241060305;Rafael Godeiro;05
2410702;241070205;Riacho da Cruz;05
2410801;241080105;Riacho de Santana;05
2410900;241090005;Riachuelo;05
2411007;241100705;Rodolfo Fernandes;05
2411056;241105605;Tibau;05
2411106;241110605;Ruy Barbosa;05
2411205;241120505;Santa Cruz;05
2411403;241140305;Santana do Matos;05
2411403;241140310;Barão de Serra Branca;10
2411403;241140320;Santa Teresa;20
2411403;241140325;São José da Passagem;25
2411429;241142905;Santana do Seridó;05
2411502;241150205;Santo Antônio;05
2411601;241160105;São Bento do Norte;05
2411700;241170005;São Bento do Trairí;05
2411809;241180905;São Fernando;05
2411908;241190805;São Francisco do Oeste;05
2412005;241200505;São Gonçalo do Amarante;05
2412104;241210405;São João do Sabugi;05
2412203;241220305;São José de Mipibu;05
2412302;241230205;São José do Campestre;05
2412302;241230210;Ipiranga;10
2412401;241240105;São José do Seridó;05
2412500;241250005;São Miguel;05
2412559;241255905;São Miguel do Gostoso;05
2412609;241260905;São Paulo do Potengi;05
2412708;241270805;São Pedro;05
2412807;241280705;São Rafael;05
2412906;241290605;São Tomé;05
2413003;241300305;São Vicente;05
2413102;241310205;Senador Elói de Souza;05
2413201;241320105;Senador Georgino Avelino;05
2413201;241320110;Carnaúba;10
2413300;241330005;Serra de São Bento;05
2413359;241335905;Serra do Mel;05
2413409;241340905;Serra Negra do Norte;05
2413508;241350805;Serrinha;05
2413557;241355705;Serrinha dos Pintos;05
2413607;241360705;Severiano Melo;05
2413706;241370605;Sítio Novo;05
2413706;241370610;Serra da Tapuia;10
2413805;241380505;Taboleiro Grande;05
2413904;241390405;Taipu;05
2413904;241390410;Gameleira;10
2414001;241400105;Tangará;05
2414001;241400110;Trairi;10
2414100;241410005;Tenente Ananias;05
2414100;241410010;Mata de São Braz;10
2414159;241415905;Tenente Laurentino Cruz;05
2414209;241420905;Tibau do Sul;05
2414308;241430805;Timbaúba dos Batistas;05
2414407;241440705;Touros;05
2414456;241445605;Triunfo Potiguar;05
2414506;241450605;Umarizal;05
2414605;241460505;Upanema;05
2414704;241470405;Várzea;05
2414753;241475305;Venha-Ver;05
2414803;241480305;Vera Cruz;05
2414902;241490205;Viçosa;05
2415008;241500805;Vila Flor;05
2500106;250010605;Água Branca;05
2500205;250020505;Aguiar;05
2500304;250030405;Alagoa Grande;05
2500403;250040305;Alagoa Nova;05
2500502;250050205;Alagoinha;05
2500536;250053605;Alcantil;05
2500577;250057705;Algodão de Jandaíra;05
2500601;250060105;Alhandra;05
2500700;250070005;São João do Rio do Peixe;05
2500700;250070015;Umari;15
2500734;250073405;Amparo;05
2500775;250077505;Aparecida;05
2500809;250080905;Araçagi;05
2500908;250090805;Arara;05
2501005;250100505;Araruna;05
2501104;250110405;Areia;05
2501104;250110410;Cepilho;10
2501104;250110415;Mata Limpa;15
2501104;250110420;Muquém;20
2501153;250115305;Areia de Baraúnas;05
2501203;250120305;Areial;05
2501302;250130205;Aroeiras;05
2501302;250130220;Pedro Velho;20
2501351;250135105;Assunção;05
2501401;250140105;Baía da Traição;05
2501500;250150005;Bananeiras;05
2501500;250150010;Maia;10
2501500;250150020;Taboleiro;20
2501500;250150030;Roma;30
2501534;250153405;Baraúna;05
2501575;250157505;Barra de Santana;05
2501609;250160905;Barra de Santa Rosa;05
2501708;250170805;Barra de São Miguel;05
2501807;250180705;Bayeux;05
2501906;250190605;Belém;05
2501906;250190610;Rua Nova;10
2502003;250200305;Belém do Brejo do Cruz;05
2502052;250205205;Bernardino Batista;05
2502102;250210205;Boa Ventura;05
2502151;250215105;Boa Vista;05
2502201;250220105;Bom Jesus;05
2502300;250230005;Bom Sucesso;05
2502409;250240905;Bonito de Santa Fé;05
2502409;250240930;Viana;30
2502508;250250805;Boqueirão;05
2502508;250250830;Marinho;30
2502607;250260705;Igaracy;05
2502706;250270605;Borborema;05
2502805;250280505;Brejo do Cruz;05
2502904;250290405;Brejo dos Santos;05
2503001;250300105;Caaporã;05
2503001;250300115;Cupissura;15
2503100;250310005;Cabaceiras;05
2503100;250310008;Ribeira;08
2503209;250320905;Cabedelo;05
2503209;250320925;Renascer;25
2503308;250330805;Cachoeira dos Índios;05
2503308;250330810;Balanços;10
2503308;250330815;Fátima;15
2503308;250330820;São José de Marimbas;20
2503407;250340705;Cacimba de Areia;05
2503506;250350605;Cacimba de Dentro;05
2503506;250350610;Logradouro de São Francisco;10
2503555;250355505;Cacimbas;05
2503555;250355510;São Sebastião;10
2503605;250360505;Caiçara;05
2503704;250370405;Cajazeiras;05
2503704;250370410;Engenheiro Ávidos;10
2503704;250370415;Divinópolis;15
2503753;250375305;Cajazeirinhas;05
2503803;250380305;Caldas Brandão;05
2503902;250390205;Camalaú;05
2503902;250390210;Pindurão;10
2504009;250400905;Campina Grande;05
2504009;250400915;Catolé;15
2504009;250400920;Galante;20
2504009;250400925;São José da Mata;25
2504033;250403305;Capim;05
2504033;250403315;Olho D'Água do Serrão;15
2504074;250407405;Caraúbas;05
2504108;250410805;Carrapateira;05
2504157;250415705;Casserengue;05
2504207;250420705;Catingueira;05
2504207;250420710;Itajubatiba;10
2504306;250430605;Catolé do Rocha;05
2504306;250430610;Coronel Maia;10
2504306;250430625;Picos;25
2504355;250435505;Caturité;05
2504405;250440505;Conceição;05
2504405;250440510;Cardoso;10
2504405;250440515;Montevidéo;15
2504405;250440525;Cabaças dos Martins;25
2504405;250440530;Mata Grande;30
2504504;250450405;Condado;05
2504603;250460305;Conde;05
2504603;250460316;Jacumã;16
2504702;250470205;Congo;05
2504801;250480105;Coremas;05
2504850;250485005;Coxixola;05
2504900;250490005;Cruz do Espírito Santo;05
2504900;250490010;Nova Massangana;10
2505006;250500605;Cubati;05
2505105;250510505;Cuité;05
2505105;250510510;Melo;10
2505204;250520405;Cuitegi;05
2505238;250523805;Cuité de Mamanguape;05
2505279;250527905;Curral de Cima;05
2505303;250530305;Curral Velho;05
2505352;250535205;Damião;05
2505402;250540205;Desterro;05
2505501;250550105;Vista Serrana;05
2505600;250560005;Diamante;05
2505600;250560010;Vazante;10
2505709;250570905;Dona Inês;05
2505808;250580805;Duas Estradas;05
2505907;250590705;Emas;05
2506004;250600405;Esperança;05
2506103;250610305;Fagundes;05
2506202;250620205;Frei Martinho;05
2506251;250625105;Gado Bravo;05
2506301;250630105;Guarabira;05
2506301;250630110;Cachoeira;10
2506400;250640005;Gurinhém;05
2506509;250650905;Gurjão;05
2506608;250660805;Ibiara;05
2506608;250660810;Cachoeirinha;10
2506707;250670705;Imaculada;05
2506707;250670715;Palmeira;15
2506806;250680605;Ingá;05
2506806;250680607;Pontina;07
2506905;250690505;Itabaiana;05
2506905;250690510;Campo Grande;10
2506905;250690515;Guarita;15
2507002;250700205;Itaporanga;05
2507101;250710105;Itapororoca;05
2507200;250720005;Itatuba;05
2507309;250730905;Jacaraú;05
2507309;250730910;Timbó;10
2507408;250740805;Jericó;05
2507507;250750705;João Pessoa;05
2507606;250760605;Juarez Távora;05
2507705;250770505;Juazeirinho;05
2507804;250780405;Junco do Seridó;05
2507903;250790305;Juripiranga;05
2508000;250800005;Juru;05
2508109;250810905;Lagoa;05
2508208;250820805;Lagoa de Dentro;05
2508307;250830705;Lagoa Seca;05
2508406;250840605;Lastro;05
2508505;250850505;Livramento;05
2508554;250855405;Logradouro;05
2508604;250860405;Lucena;05
2508604;250860415;Praia de Fagundes;15
2508703;250870305;Mãe d'Água;05
2508802;250880205;Malta;05
2508901;250890105;Mamanguape;05
2508901;250890125;Pitanga da Estrada;25
2509008;250900805;Manaíra;05
2509008;250900810;Pelo Sinal;10
2509057;250905705;Marcação;05
2509057;250905710;Camurupim;10
2509107;250910705;Mari;05
2509156;250915605;Marizópolis;05
2509206;250920605;Massaranduba;05
2509305;250930505;Mataraca;05
2509305;250930510;Barra de Camaratuba;10
2509339;250933905;Matinhas;05
2509370;250937005;Mato Grosso;05
2509396;250939605;Maturéia;05
2509404;250940405;Mogeiro;05
2509404;250940420;Gameleira;20
2509503;250950305;Montadas;05
2509602;250960205;Monte Horebe;05
2509701;250970105;Monteiro;05
2509800;250980005;Mulungu;05
2509800;250980010;Leal-Lândia;10
2509909;250990905;Natuba;05
2509909;250990910;Pirauá;10
2510006;251000605;Nazarezinho;05
2510105;251010505;Nova Floresta;05
2510204;251020405;Nova Olinda;05
2510303;251030305;Nova Palmeira;05
2510402;251040205;Olho d'Água;05
2510402;251040230;Socorro;30
2510501;251050105;Olivedos;05
2510600;251060005;Ouro Velho;05
2510659;251065905;Parari;05
2510709;251070905;Passagem;05
2510808;251080805;Patos;05
2510808;251080810;Santa Gertrudes;10
2510907;251090705;Paulista;05
2510907;251090707;Ipueiras;07
2510907;251090710;Mimoso;10
2511004;251100405;Pedra Branca;05
2511103;251110305;Pedra Lavrada;05
2511202;251120205;Pedras de Fogo;05
2511301;251130105;Piancó;05
2511400;251140005;Picuí;05
2511509;251150905;Pilar;05
2511608;251160805;Pilões;05
2511707;251170705;Pilõezinhos;05
2511806;251180605;Pirpirituba;05
2511905;251190505;Pitimbu;05
2512002;251200205;Pocinhos;05
2512002;251200210;Nazaré;10
2512036;251203605;Poço Dantas;05
2512077;251207705;Poço de José de Moura;05
2512101;251210105;Pombal;05
2512101;251210115;Várzea Comprida;15
2512200;251220005;Prata;05
2512309;251230905;Princesa Isabel;05
2512408;251240805;Puxinanã;05
2512507;251250705;Queimadas;05
2512606;251260605;Quixaba;05
2512705;251270505;Remígio;05
2512721;251272105;Pedro Régis;05
2512747;251274705;Riachão;05
2512754;251275405;Riachão do Bacamarte;05
2512762;251276205;Riachão do Poço;05
2512788;251278805;Riacho de Santo Antônio;05
2512804;251280405;Riacho dos Cavalos;05
2512903;251290305;Rio Tinto;05
2512903;251290307;Barra do Mamanguape;07
2512903;251290320;Salema;20
2513000;251300005;Salgadinho;05
2513000;251300030;São José da Batalha;30
2513109;251310905;Salgado de São Félix;05
2513109;251310907;Dois Riachos;07
2513109;251310908;Feira Nova;08
2513158;251315805;Santa Cecília;05
2513208;251320805;Santa Cruz;05
2513307;251330705;Santa Helena;05
2513356;251335605;Santa Inês;05
2513406;251340605;Santa Luzia;05
2513505;251350505;Santana de Mangueira;05
2513604;251360405;Santana dos Garrotes;05
2513604;251360420;Pitombeira de Dentro;20
2513653;251365305;Joca Claudino;05
2513703;251370305;Santa Rita;05
2513703;251370310;Nossa Senhora do Livramento;10
2513802;251380205;Santa Teresinha;05
2513851;251385105;Santo André;05
2513901;251390105;São Bento;05
2513927;251392705;São Bentinho;05
2513943;251394305;São Domingos do Cariri;05
2513968;251396805;São Domingos;05
2513984;251398405;São Francisco;05
2514008;251400805;São João do Cariri;05
2514107;251410705;São João do Tigre;05
2514107;251410710;Santa Maria;10
2514206;251420605;São José da Lagoa Tapada;05
2514305;251430505;São José de Caiana;05
2514404;251440405;São José de Espinharas;05
2514453;251445305;São José dos Ramos;05
2514503;251450305;São José de Piranhas;05
2514503;251450310;Bom Jesus;10
2514552;251455205;São José de Princesa;05
2514602;251460205;São José do Bonfim;05
2514651;251465105;São José do Brejo do Cruz;05
2514701;251470105;São José do Sabugi;05
2514800;251480005;São José dos Cordeiros;05
2514909;251490905;São Mamede;05
2515005;251500505;São Miguel de Taipu;05
2515104;251510405;São Sebastião de Lagoa de Roça;05
2515203;251520305;São Sebastião do Umbuzeiro;05
2515302;251530205;Sapé;05
2515302;251530220;Renascença;20
2515401;251540105;Seridó;05
2515401;251540110;São Vicente do Seridó;10
2515500;251550005;Serra Branca;05
2515500;251550015;Santa Luzia do Cariri;15
2515500;251550020;Sucuru;20
2515609;251560905;Serra da Raiz;05
2515708;251570805;Serra Grande;05
2515807;251580705;Serra Redonda;05
2515906;251590605;Serraria;05
2515930;251593005;Sertãozinho;05
2515971;251597105;Sobrado;05
2516003;251600305;Solânea;05
2516102;251610205;Soledade;05
2516102;251610210;Bom Sucesso;10
2516151;251615105;Sossêgo;05
2516201;251620105;Sousa;05
2516300;251630005;Sumé;05
2516300;251630015;Pio X;15
2516409;251640905;Tacima;05
2516508;251650805;Taperoá;05
2516607;251660705;Tavares;05
2516706;251670605;Teixeira;05
2516755;251675505;Tenório;05
2516805;251680505;Triunfo;05
2516904;251690405;Uiraúna;05
2517001;251700105;Umbuzeiro;05
2517001;251700110;Mata Virgem;10
2517100;251710005;Várzea;05
2517209;251720905;Vieirópolis;05
2517407;251740705;Zabelê;05
2600054;260005405;Abreu e Lima;05
2600054;260005410;Distrito Industrial;10
2600104;260010405;Afogados da Ingazeira;05
2600203;260020305;Afrânio;05
2600203;260020310;Arizona;10
2600203;260020315;Cachoeira do Roberto;15
2600203;260020320;Poção de Afrânio;20
2600302;260030205;Agrestina;05
2600302;260030210;Barra do Chata;10
2600302;260030215;Barra do Jardim;15
2600401;260040105;Água Preta;05
2600401;260040110;Santa Terezinha;10
2600500;260050005;Águas Belas;05
2600500;260050010;Curral Novo;10
2600609;260060905;Alagoinha;05
2600609;260060910;Perpétuo Socorro;10
2600708;260070805;Aliança;05
2600708;260070810;Macujê;10
2600708;260070815;Tupaoca;15
2600708;260070820;Upatininga;20
2600807;260080705;Altinho;05
2600807;260080710;Ituguaçu;10
2600906;260090605;Amaraji;05
2601003;260100305;Angelim;05
2601052;260105205;Araçoiaba;05
2601102;260110205;Araripina;05
2601102;260110208;Gergelim;08
2601102;260110210;Lagoa do Barro;10
2601102;260110215;Morais;15
2601102;260110220;Nascente;20
2601102;260110225;Bom Jardim do Araripe;25
2601102;260110230;Serrânia;30
2601201;260120105;Arcoverde;05
2601300;260130005;Barra de Guabiraba;05
2601409;260140905;Barreiros;05
2601409;260140910;Carimã;10
2601508;260150805;Belém de Maria;05
2601508;260150810;Batateira;10
2601607;260160705;Belém de São Francisco;05
2601607;260160710;Ibó;10
2601607;260160715;Riacho Pequeno;15
2601706;260170605;Belo Jardim;05
2601706;260170610;Água Fria;10
2601706;260170615;Serra do Vento;15
2601706;260170620;Xucuru;20
2601805;260180505;Betânia;05
2601805;260180510;São Caetano do Navio;10
2601904;260190405;Bezerros;05
2601904;260190410;Boas Novas;10
2601904;260190415;Sapucarana;15
2602001;260200105;Bodocó;05
2602001;260200110;Claranã;10
2602001;260200115;Feitoria;15
2602100;260210005;Bom Conselho;05
2602100;260210010;Barra do Brejo;10
2602100;260210015;Caldeirões;15
2602100;260210020;Lagoa de São José;20
2602100;260210025;Rainha Isabel;25
2602209;260220905;Bom Jardim;05
2602209;260220910;Bizarra;10
2602209;260220913;Encruzilhada;13
2602209;260220915;Tamboatá;15
2602209;260220920;Umari;20
2602308;260230805;Bonito;05
2602308;260230810;Bentevi;10
2602308;260230815;Alto Bonito;15
2602407;260240705;Brejão;05
2602506;260250605;Brejinho;05
2602605;260260505;Brejo da Madre de Deus;05
2602605;260260507;Barra do Farias;07
2602605;260260510;Fazenda Nova;10
2602605;260260520;Mandaçaia;20
2602605;260260530;São Domingos;30
2602704;260270405;Buenos Aires;05
2602803;260280305;Buíque;05
2602803;260280310;Carneiro;10
2602803;260280315;Catimbau;15
2602803;260280320;Guanumbi;20
2602902;260290205;Cabo de Santo Agostinho;05
2602902;260290210;Juçaral;10
2602902;260290215;Ponte dos Carvalhos;15
2602902;260290220;Santo Agostinho;20
2603009;260300905;Cabrobó;05
2603108;260310805;Cachoeirinha;05
